sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
1123	expected	562	562	swim	in-a-sentential-complement	the mechanics knew the authors swim	6
1124	unexpected	562	562	swim	in-a-sentential-complement	the mechanics knew the authors swims	6
1125	expected	563	563	smile	in-a-sentential-complement	the mechanics knew the authors smile	6
1126	unexpected	563	563	smile	in-a-sentential-complement	the mechanics knew the authors smiles	6
1127	expected	564	564	be	in-a-sentential-complement	the mechanics knew the authors are tall	6
1128	unexpected	564	564	be	in-a-sentential-complement	the mechanics knew the authors is tall	6
1129	expected	565	565	be	in-a-sentential-complement	the mechanics knew the authors are old	6
1130	unexpected	565	565	be	in-a-sentential-complement	the mechanics knew the authors is old	6
1131	expected	566	566	be	in-a-sentential-complement	the mechanics knew the authors are young	6
1132	unexpected	566	566	be	in-a-sentential-complement	the mechanics knew the authors is young	6
1133	expected	567	567	be	in-a-sentential-complement	the mechanics knew the authors are short	6
1134	unexpected	567	567	be	in-a-sentential-complement	the mechanics knew the authors is short	6
1135	expected	568	568	laugh	in-a-sentential-complement	the mechanics knew the pilots laugh	6
1136	unexpected	568	568	laugh	in-a-sentential-complement	the mechanics knew the pilots laughs	6
1137	expected	569	569	swim	in-a-sentential-complement	the mechanics knew the pilots swim	6
1138	unexpected	569	569	swim	in-a-sentential-complement	the mechanics knew the pilots swims	6
1139	expected	570	570	smile	in-a-sentential-complement	the mechanics knew the pilots smile	6
1140	unexpected	570	570	smile	in-a-sentential-complement	the mechanics knew the pilots smiles	6
1141	expected	571	571	be	in-a-sentential-complement	the mechanics knew the pilots are tall	6
1142	unexpected	571	571	be	in-a-sentential-complement	the mechanics knew the pilots is tall	6
1143	expected	572	572	be	in-a-sentential-complement	the mechanics knew the pilots are old	6
1144	unexpected	572	572	be	in-a-sentential-complement	the mechanics knew the pilots is old	6
1145	expected	573	573	be	in-a-sentential-complement	the mechanics knew the pilots are young	6
1146	unexpected	573	573	be	in-a-sentential-complement	the mechanics knew the pilots is young	6
1147	expected	574	574	be	in-a-sentential-complement	the mechanics knew the pilots are short	6
1148	unexpected	574	574	be	in-a-sentential-complement	the mechanics knew the pilots is short	6
1149	expected	575	575	laugh	in-a-sentential-complement	the mechanics knew the surgeons laugh	6
1150	unexpected	575	575	laugh	in-a-sentential-complement	the mechanics knew the surgeons laughs	6
1151	expected	576	576	swim	in-a-sentential-complement	the mechanics knew the surgeons swim	6
1152	unexpected	576	576	swim	in-a-sentential-complement	the mechanics knew the surgeons swims	6
1153	expected	577	577	smile	in-a-sentential-complement	the mechanics knew the surgeons smile	6
1154	unexpected	577	577	smile	in-a-sentential-complement	the mechanics knew the surgeons smiles	6
1155	expected	578	578	be	in-a-sentential-complement	the mechanics knew the surgeons are tall	6
1156	unexpected	578	578	be	in-a-sentential-complement	the mechanics knew the surgeons is tall	6
1157	expected	579	579	be	in-a-sentential-complement	the mechanics knew the surgeons are old	6
1158	unexpected	579	579	be	in-a-sentential-complement	the mechanics knew the surgeons is old	6
1159	expected	580	580	be	in-a-sentential-complement	the mechanics knew the surgeons are young	6
1160	unexpected	580	580	be	in-a-sentential-complement	the mechanics knew the surgeons is young	6
1161	expected	581	581	be	in-a-sentential-complement	the mechanics knew the surgeons are short	6
1162	unexpected	581	581	be	in-a-sentential-complement	the mechanics knew the surgeons is short	6
1163	expected	582	582	laugh	in-a-sentential-complement	the mechanics knew the farmers laugh	6
1164	unexpected	582	582	laugh	in-a-sentential-complement	the mechanics knew the farmers laughs	6
1165	expected	583	583	swim	in-a-sentential-complement	the mechanics knew the farmers swim	6
1166	unexpected	583	583	swim	in-a-sentential-complement	the mechanics knew the farmers swims	6
1167	expected	584	584	smile	in-a-sentential-complement	the mechanics knew the farmers smile	6
1168	unexpected	584	584	smile	in-a-sentential-complement	the mechanics knew the farmers smiles	6
1169	expected	585	585	be	in-a-sentential-complement	the mechanics knew the farmers are tall	6
1170	unexpected	585	585	be	in-a-sentential-complement	the mechanics knew the farmers is tall	6
1171	expected	586	586	be	in-a-sentential-complement	the mechanics knew the farmers are old	6
1172	unexpected	586	586	be	in-a-sentential-complement	the mechanics knew the farmers is old	6
1173	expected	587	587	be	in-a-sentential-complement	the mechanics knew the farmers are young	6
1174	unexpected	587	587	be	in-a-sentential-complement	the mechanics knew the farmers is young	6
1175	expected	588	588	be	in-a-sentential-complement	the mechanics knew the farmers are short	6
1176	unexpected	588	588	be	in-a-sentential-complement	the mechanics knew the farmers is short	6
1177	expected	589	589	laugh	in-a-sentential-complement	the mechanics knew the managers laugh	6
1178	unexpected	589	589	laugh	in-a-sentential-complement	the mechanics knew the managers laughs	6
1179	expected	590	590	swim	in-a-sentential-complement	the mechanics knew the managers swim	6
1180	unexpected	590	590	swim	in-a-sentential-complement	the mechanics knew the managers swims	6
1181	expected	591	591	smile	in-a-sentential-complement	the mechanics knew the managers smile	6
1182	unexpected	591	591	smile	in-a-sentential-complement	the mechanics knew the managers smiles	6
1183	expected	592	592	be	in-a-sentential-complement	the mechanics knew the managers are tall	6
1184	unexpected	592	592	be	in-a-sentential-complement	the mechanics knew the managers is tall	6
1185	expected	593	593	be	in-a-sentential-complement	the mechanics knew the managers are old	6
1186	unexpected	593	593	be	in-a-sentential-complement	the mechanics knew the managers is old	6
1187	expected	594	594	be	in-a-sentential-complement	the mechanics knew the managers are young	6
1188	unexpected	594	594	be	in-a-sentential-complement	the mechanics knew the managers is young	6
1189	expected	595	595	be	in-a-sentential-complement	the mechanics knew the managers are short	6
1190	unexpected	595	595	be	in-a-sentential-complement	the mechanics knew the managers is short	6
1191	expected	596	596	laugh	in-a-sentential-complement	the mechanics knew the customers laugh	6
1192	unexpected	596	596	laugh	in-a-sentential-complement	the mechanics knew the customers laughs	6
1193	expected	597	597	swim	in-a-sentential-complement	the mechanics knew the customers swim	6
1194	unexpected	597	597	swim	in-a-sentential-complement	the mechanics knew the customers swims	6
1195	expected	598	598	smile	in-a-sentential-complement	the mechanics knew the customers smile	6
1196	unexpected	598	598	smile	in-a-sentential-complement	the mechanics knew the customers smiles	6
1197	expected	599	599	be	in-a-sentential-complement	the mechanics knew the customers are tall	6
1198	unexpected	599	599	be	in-a-sentential-complement	the mechanics knew the customers is tall	6
1199	expected	600	600	be	in-a-sentential-complement	the mechanics knew the customers are old	6
1200	unexpected	600	600	be	in-a-sentential-complement	the mechanics knew the customers is old	6
1201	expected	601	601	be	in-a-sentential-complement	the mechanics knew the customers are young	6
1202	unexpected	601	601	be	in-a-sentential-complement	the mechanics knew the customers is young	6
1203	expected	602	602	be	in-a-sentential-complement	the mechanics knew the customers are short	6
1204	unexpected	602	602	be	in-a-sentential-complement	the mechanics knew the customers is short	6
1205	expected	603	603	laugh	in-a-sentential-complement	the mechanics knew the officers laugh	6
1206	unexpected	603	603	laugh	in-a-sentential-complement	the mechanics knew the officers laughs	6
1207	expected	604	604	swim	in-a-sentential-complement	the mechanics knew the officers swim	6
1208	unexpected	604	604	swim	in-a-sentential-complement	the mechanics knew the officers swims	6
1209	expected	605	605	smile	in-a-sentential-complement	the mechanics knew the officers smile	6
1210	unexpected	605	605	smile	in-a-sentential-complement	the mechanics knew the officers smiles	6
1211	expected	606	606	be	in-a-sentential-complement	the mechanics knew the officers are tall	6
1212	unexpected	606	606	be	in-a-sentential-complement	the mechanics knew the officers is tall	6
1213	expected	607	607	be	in-a-sentential-complement	the mechanics knew the officers are old	6
1214	unexpected	607	607	be	in-a-sentential-complement	the mechanics knew the officers is old	6
1215	expected	608	608	be	in-a-sentential-complement	the mechanics knew the officers are young	6
1216	unexpected	608	608	be	in-a-sentential-complement	the mechanics knew the officers is young	6
1217	expected	609	609	be	in-a-sentential-complement	the mechanics knew the officers are short	6
1218	unexpected	609	609	be	in-a-sentential-complement	the mechanics knew the officers is short	6
1219	expected	610	610	laugh	in-a-sentential-complement	the mechanics knew the teachers laugh	6
1220	unexpected	610	610	laugh	in-a-sentential-complement	the mechanics knew the teachers laughs	6
1221	expected	611	611	swim	in-a-sentential-complement	the mechanics knew the teachers swim	6
1222	unexpected	611	611	swim	in-a-sentential-complement	the mechanics knew the teachers swims	6
1223	expected	612	612	smile	in-a-sentential-complement	the mechanics knew the teachers smile	6
1224	unexpected	612	612	smile	in-a-sentential-complement	the mechanics knew the teachers smiles	6
1225	expected	613	613	be	in-a-sentential-complement	the mechanics knew the teachers are tall	6
1226	unexpected	613	613	be	in-a-sentential-complement	the mechanics knew the teachers is tall	6
1227	expected	614	614	be	in-a-sentential-complement	the mechanics knew the teachers are old	6
1228	unexpected	614	614	be	in-a-sentential-complement	the mechanics knew the teachers is old	6
1229	expected	615	615	be	in-a-sentential-complement	the mechanics knew the teachers are young	6
1230	unexpected	615	615	be	in-a-sentential-complement	the mechanics knew the teachers is young	6
1231	expected	616	616	be	in-a-sentential-complement	the mechanics knew the teachers are short	6
1232	unexpected	616	616	be	in-a-sentential-complement	the mechanics knew the teachers is short	6
1233	expected	617	617	laugh	in-a-sentential-complement	the mechanics knew the senators laugh	6
1234	unexpected	617	617	laugh	in-a-sentential-complement	the mechanics knew the senators laughs	6
1235	expected	618	618	swim	in-a-sentential-complement	the mechanics knew the senators swim	6
